Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
92357799,000005D8,false,Rx,0,8,80,41,0A,00,E6,00,74,0C,
92453172,00000594,false,Rx,0,8,50,14,24,13,A0,45,23,20,
92453429,000003F6,false,Rx,0,8,18,00,00,00,00,00,00,00,
92453687,00000491,false,Rx,0,8,5B,00,00,00,00,00,00,0A,
92453947,00000493,false,Rx,0,8,00,0C,00,55,00,00,54,06,
92454206,00000497,false,Rx,0,8,14,B4,00,00,00,00,00,00,
92454476,00000498,false,Rx,0,8,00,00,00,00,00,00,00,00,
92454736,000004DD,false,Rx,0,8,00,00,00,00,00,00,01,00,
92454995,000004DE,false,Rx,0,8,00,7F,7F,0A,7F,C4,1E,00,
92455252,000004E2,false,Rx,0,8,3E,03,CA,03,00,00,C1,9E,
92455513,00000542,false,Rx,0,8,41,18,00,A0,00,00,FF,FF,
92455762,00000595,false,Rx,0,8,1E,00,B4,B5,00,00,74,0C,
92456020,00000596,false,Rx,0,8,21,80,00,00,5B,00,17,18,
92456280,00000597,false,Rx,0,8,81,E6,00,00,00,00,00,00,
92456540,00000598,false,Rx,0,8,00,00,00,00,30,13,7F,7F,
92456809,00000599,false,Rx,0,8,08,00,00,00,00,00,00,00,
92457069,0000059C,false,Rx,0,8,00,00,00,00,00,00,00,00,
92457339,0000059E,false,Rx,0,8,00,00,00,00,74,0C,00,00,
92457579,000005A3,false,Rx,0,8,0F,00,00,00,9D,39,9D,39,
92457839,000005D5,false,Rx,0,8,00,00,00,A4,C8,C8,00,0A,
92458077,000005D6,false,Rx,0,8,B4,B5,00,00,17,18,A9,31,
92458346,000005D7,false,Rx,0,8,02,00,00,00,00,00,00,00,
92458597,000005D8,false,Rx,0,8,80,41,0A,00,E6,00,74,0C,
92553172,00000594,false,Rx,0,8,50,14,24,13,A0,45,23,20,
92553428,00000491,false,Rx,0,8,5B,00,00,00,00,00,00,0A,
92553687,00000493,false,Rx,0,8,00,0C,00,55,00,00,54,06,
92553947,000004DD,false,Rx,0,8,00,00,00,00,00,00,01,00,
92554206,000004DE,false,Rx,0,8,00,7F,7F,0A,7F,C4,1E,00,
92554466,000004E2,false,Rx,0,8,3E,03,CA,03,00,00,C1,9E,
92554726,00000542,false,Rx,0,8,41,18,00,A0,00,00,FF,FF,
92554974,00000595,false,Rx,0,8,1E,00,B4,B5,00,00,74,0C,
92555232,00000596,false,Rx,0,8,22,80,00,00,5B,00,17,18,
92555493,00000597,false,Rx,0,8,01,E6,00,00,00,00,00,00,
92555751,00000598,false,Rx,0,8,00,00,00,00,30,13,7F,7F,
92556010,00000599,false,Rx,0,8,08,00,00,00,00,00,00,00,
92556280,0000059C,false,Rx,0,8,00,00,00,00,00,00,00,00,
92556540,0000059E,false,Rx,0,8,00,00,00,00,74,0C,00,00,
92556789,000005A3,false,Rx,0,8,0F,00,00,00,9D,39,9D,39,
92557049,000005D5,false,Rx,0,8,00,00,00,A4,C8,C8,00,0A,
92557298,000005D6,false,Rx,0,8,B4,B5,00,00,17,18,21,CC,
92557559,000005D7,false,Rx,0,8,02,00,00,00,00,00,00,00,
92557808,000005D8,false,Rx,0,8,80,41,0A,00,E6,00,74,0C,
92653183,00000594,false,Rx,0,8,50,14,24,13,A0,45,23,20,
92653440,00000491,false,Rx,0,8,5B,00,00,00,00,00,00,0A,
92653700,00000493,false,Rx,0,8,00,0C,00,55,00,00,54,06,
92653958,000004DD,false,Rx,0,8,00,00,00,00,00,00,01,00,
92654217,000004DE,false,Rx,0,8,00,7F,7F,0A,7F,C4,1E,00,
92654468,000004E2,false,Rx,0,8,3E,03,CA,03,00,00,C1,9E,
92654727,00000542,false,Rx,0,8,41,18,00,A0,00,00,FF,FF,
92654985,00000595,false,Rx,0,8,1E,00,B4,B5,00,00,74,0C,
92655244,00000596,false,Rx,0,8,25,80,00,00,5B,00,17,18,
92655493,00000597,false,Rx,0,8,81,E6,00,00,00,00,00,00,
92655752,00000598,false,Rx,0,8,00,00,00,00,30,13,7F,7F,
92656022,00000599,false,Rx,0,8,08,00,00,00,00,00,00,00,
92656291,0000059C,false,Rx,0,8,00,00,00,00,00,00,00,00,
92656551,0000059E,false,Rx,0,8,00,00,00,00,74,0C,00,00,
92656801,000005A3,false,Rx,0,8,0F,00,00,00,9D,39,9D,39,
92657049,000005D5,false,Rx,0,8,00,00,00,A4,C8,C8,00,0A,
92657298,000005D6,false,Rx,0,8,B4,B5,00,00,17,18,21,CC,
92657559,000005D7,false,Rx,0,8,02,00,00,00,00,00,00,00,
92657808,000005D8,false,Rx,0,8,80,41,0A,00,E6,00,74,0C,
92753177,00000594,false,Rx,0,8,50,14,24,13,A0,45,23,20,
92753433,00000491,false,Rx,0,8,5B,00,00,00,00,00,00,0A,
92753693,00000493,false,Rx,0,8,00,0C,00,55,00,00,54,06,
92753952,000004DD,false,Rx,0,8,00,00,00,00,00,00,01,00,
92754211,000004DE,false,Rx,0,8,00,7F,7F,0A,7F,C4,1E,00,
92754472,000004E2,false,Rx,0,8,3E,03,CA,03,00,00,C1,9E,
92754730,00000542,false,Rx,0,8,41,18,00,A0,00,00,FF,FF,
92754979,00000595,false,Rx,0,8,1E,00,B4,B5,00,00,74,0C,
92755237,00000596,false,Rx,0,8,2D,80,00,00,5B,00,17,18,
92755497,00000597,false,Rx,0,8,01,E6,00,00,00,00,00,00,
92755756,00000598,false,Rx,0,8,00,00,00,00,30,13,7F,7F,
92756026,00000599,false,Rx,0,8,08,00,00,00,00,00,00,00,
92756295,0000059C,false,Rx,0,8,00,00,00,00,00,00,00,00,
92756556,0000059E,false,Rx,0,8,00,00,00,00,74,0C,00,00,
92756805,000005A3,false,Rx,0,8,0F,00,00,00,9D,39,9D,39,
92757053,000005D5,false,Rx,0,8,00,00,00,A4,C8,C8,00,0A,
92757302,000005D6,false,Rx,0,8,B4,B5,00,00,17,18,25,31,
92757563,000005D7,false,Rx,0,8,02,00,00,00,00,00,00,00,
92757812,000005D8,false,Rx,0,8,80,41,0A,00,E6,00,74,0C,
92853183,00000594,false,Rx,0,8,50,14,24,13,A0,45,23,20,
92853440,00000491,false,Rx,0,8,5B,00,00,00,00,00,00,0A,
92853699,00000493,false,Rx,0,8,00,0C,00,55,00,00,54,06,
92853958,000004DD,false,Rx,0,8,00,00,00,00,00,00,01,00,
92854217,000004DE,false,Rx,0,8,00,7F,7F,0A,7F,C4,1E,00,
92854477,000004E2,false,Rx,0,8,3E,03,CA,03,00,00,C1,9E,
92854736,00000542,false,Rx,0,8,41,18,00,A0,00,00,FF,FF,
92854986,00000595,false,Rx,0,8,1E,00,B4,B5,00,00,74,0C,
92855244,00000596,false,Rx,0,8,38,80,00,00,5B,00,17,18,
92855494,00000597,false,Rx,0,8,81,E6,00,00,00,00,00,00,
92855753,00000598,false,Rx,0,8,00,00,00,00,30,13,7F,7F,
92856022,00000599,false,Rx,0,8,08,00,00,00,00,00,00,00,
92856292,0000059C,false,Rx,0,8,00,00,00,00,00,00,00,00,
92856553,0000059E,false,Rx,0,8,00,00,00,00,74,0C,00,00,
92856801,000005A3,false,Rx,0,8,0F,00,00,00,9D,39,9D,39,
92857060,000005D5,false,Rx,0,8,00,00,00,A4,C8,C8,00,0A,
92857300,000005D6,false,Rx,0,8,B4,B5,00,00,17,18,25,31,
92857560,000005D7,false,Rx,0,8,02,00,00,00,00,00,00,00,
92857818,000005D8,false,Rx,0,8,80,41,0A,00,E6,00,74,0C,
92953183,00000594,false,Rx,0,8,50,14,24,13,A0,45,23,20,
92953440,00000491,false,Rx,0,8,5B,00,00,00,00,00,00,0A,
92953699,00000493,false,Rx,0,8,00,0C,00,55,00,00,54,06,
92953959,000004DD,false,Rx,0,8,00,00,00,00,00,00,01,00,
92954217,000004DE,false,Rx,0,8,00,7F,7F,0A,7F,C4,1E,00,
92954477,000004E2,false,Rx,0,8,3E,03,CA,03,00,00,C1,9E,
92954727,00000542,false,Rx,0,8,41,18,00,A0,00,00,FF,FF,
92954986,00000595,false,Rx,0,8,1E,00,B4,B5,00,00,74,0C,
92955244,00000596,false,Rx,0,8,3A,80,00,00,5B,00,17,18,
92955495,00000597,false,Rx,0,8,01,E6,00,00,00,00,00,00,
92955754,00000598,false,Rx,0,8,00,00,00,00,30,13,7F,7F,
92956023,00000599,false,Rx,0,8,08,00,00,00,00,00,00,00,
92956293,0000059C,false,Rx,0,8,00,00,00,00,00,00,00,00,
92956553,0000059E,false,Rx,0,8,00,00,00,00,74,0C,00,00,
92956801,000005A3,false,Rx,0,8,0F,00,00,00,9D,39,9D,39,
92957051,000005D5,false,Rx,0,8,00,00,00,A4,C8,C8,00,0A,
92957300,000005D6,false,Rx,0,8,B4,B5,00,00,17,18,38,CC,
92957560,000005D7,false,Rx,0,8,02,00,00,00,00,00,00,00,
92957820,000005D8,false,Rx,0,8,80,41,0A,00,E6,00,74,0C,
93053183,00000594,false,Rx,0,8,50,14,24,13,A0,45,23,20,
93053440,00000491,false,Rx,0,8,5B,00,00,00,00,00,00,0A,
93053699,00000493,false,Rx,0,8,00,0C,00,55,00,00,54,06,
93053959,000004DD,false,Rx,0,8,00,00,00,00,00,00,01,00,
93054217,000004DE,false,Rx,0,8,00,7F,7F,0A,7F,C4,1E,00,
93054477,000004E2,false,Rx,0,8,3E,03,CA,03,00,00,C1,9E,
93054737,00000542,false,Rx,0,8,41,18,00,A0,00,00,FF,FF,
93054986,00000595,false,Rx,0,8,1E,00,B4,B5,00,00,74,0C,
93055243,00000596,false,Rx,0,8,3B,80,00,00,5B,00,17,18,
93055494,00000597,false,Rx,0,8,81,E6,00,00,00,00,00,00,
93055763,00000598,false,Rx,0,8,00,00,00,00,30,13,7F,7F,
93056022,00000599,false,Rx,0,8,08,00,00,00,00,00,00,00,
93056292,0000059C,false,Rx,0,8,00,00,00,00,00,00,00,00,
93056552,0000059E,false,Rx,0,8,00,00,00,00,74,0C,00,00,
93056800,000005A3,false,Rx,0,8,0F,00,00,00,9D,39,9D,39,
93057060,000005D5,false,Rx,0,8,00,00,00,A4,C8,C8,00,0A,
93057309,000005D6,false,Rx,0,8,B4,B5,00,00,17,18,38,CC,
93057569,000005D7,false,Rx,0,8,02,00,00,00,00,00,00,00,
93057819,000005D8,false,Rx,0,8,80,41,0A,00,E6,00,74,0C,
93153183,00000594,false,Rx,0,8,50,14,24,13,A0,45,23,20,
93153439,00000491,false,Rx,0,8,5B,00,00,00,00,00,00,0A,
93153699,00000493,false,Rx,0,8,00,0C,00,55,00,00,54,06,
93153968,000004DD,false,Rx,0,8,00,00,00,00,00,00,01,00,
93154226,000004DE,false,Rx,0,8,00,7F,7F,0A,7F,C4,1E,00,
93154477,000004E2,false,Rx,0,8,3E,03,CA,03,00,00,C1,9E,
93154736,00000542,false,Rx,0,8,41,18,00,A0,00,00,FF,FF,
93154984,00000595,false,Rx,0,8,1E,00,B4,B5,00,00,74,0C,
93155243,00000596,false,Rx,0,8,76,80,00,00,5B,00,17,18,
93155503,00000597,false,Rx,0,8,01,E6,00,00,00,00,00,00,
93155762,00000598,false,Rx,0,8,00,00,00,00,30,13,7F,7F,
93156022,00000599,false,Rx,0,8,08,00,00,00,00,00,00,00,
93156291,0000059C,false,Rx,0,8,00,00,00,00,00,00,00,00,
93156561,0000059E,false,Rx,0,8,00,00,00,00,74,0C,00,00,
93156800,000005A3,false,Rx,0,8,0F,00,00,00,9D,39,9D,39,
93157059,000005D5,false,Rx,0,8,00,00,00,A4,C8,C8,00,0A,
93157308,000005D6,false,Rx,0,8,B4,B5,00,00,17,18,3B,31,
93157570,000005D7,false,Rx,0,8,02,00,00,00,00,00,00,00,
93157819,000005D8,false,Rx,0,8,80,41,0A,00,E6,00,74,0C,
93253193,00000594,false,Rx,0,8,50,14,24,13,A0,45,23,20,
93253450,00000491,false,Rx,0,8,5B,00,00,00,00,00,00,0A,
93253709,00000493,false,Rx,0,8,00,0C,00,55,00,00,54,06,
93253967,000004DD,false,Rx,0,8,00,00,00,00,00,00,01,00,
93254227,000004DE,false,Rx,0,8,00,7F,7F,0A,7F,C4,1E,00,
93254487,000004E2,false,Rx,0,8,3E,03,CA,03,00,00,C1,9E,
93254746,00000542,false,Rx,0,8,41,18,00,A0,00,00,FF,FF,
93254996,00000595,false,Rx,0,8,1E,00,B4,B5,00,00,74,0C,
93255253,00000596,false,Rx,0,8,77,80,00,00,5B,00,17,18,
93255503,00000597,false,Rx,0,8,81,E6,00,00,00,00,00,00,
93255763,00000598,false,Rx,0,8,00,00,00,00,30,13,7F,7F,
93256032,00000599,false,Rx,0,8,08,00,00,00,00,00,00,00,
93256301,0000059C,false,Rx,0,8,00,00,00,00,00,00,00,00,
93256562,0000059E,false,Rx,0,8,00,00,00,00,74,0C,00,00,
93256810,000005A3,false,Rx,0,8,0F,00,00,00,9D,39,9D,39,
93257059,000005D5,false,Rx,0,8,00,00,00,A4,C8,C8,00,0A,
93257309,000005D6,false,Rx,0,8,B4,B5,00,00,17,18,3B,31,
93257569,000005D7,false,Rx,0,8,02,00,00,00,00,00,00,00,
93257828,000005D8,false,Rx,0,8,80,41,0A,00,E6,00,74,0C,
93353190,00000594,false,Rx,0,8,50,14,24,13,A0,45,23,20,
93353447,00000491,false,Rx,0,8,5B,00,00,00,00,00,00,0A,
93353706,00000493,false,Rx,0,8,00,0C,00,55,00,00,54,06,
93353975,000004DD,false,Rx,0,8,00,00,00,00,00,00,01,00,
93354225,000004DE,false,Rx,0,8,00,7F,7F,0A,7F,C4,1E,00,
93354485,000004E2,false,Rx,0,8,3E,03,CA,03,00,00,C1,9E,
93354743,00000542,false,Rx,0,8,41,18,00,A0,00,00,FF,FF,
93354993,00000595,false,Rx,0,8,1E,00,B4,B5,00,00,74,0C,
93355250,00000596,false,Rx,0,8,79,80,00,00,5B,00,17,18,
93355510,00000597,false,Rx,0,8,01,E6,00,00,00,00,00,00,
93355770,00000598,false,Rx,0,8,00,00,00,00,30,13,7F,7F,
93356029,00000599,false,Rx,0,8,08,00,00,00,00,00,00,00,
93356298,0000059C,false,Rx,0,8,00,00,00,00,00,00,00,00,
93356559,0000059E,false,Rx,0,8,00,00,00,00,74,0C,00,00,
93356808,000005A3,false,Rx,0,8,0F,00,00,00,9D,39,9D,39,
93357067,000005D5,false,Rx,0,8,00,00,00,A4,C8,C8,00,0A,
93357307,000005D6,false,Rx,0,8,B4,B5,00,00,17,18,77,CC,
93357577,000005D7,false,Rx,0,8,02,00,00,00,00,00,00,00,
93357825,000005D8,false,Rx,0,8,80,41,0A,00,E6,00,74,0C,
93453199,00000594,false,Rx,0,8,50,14,24,13,A0,45,23,20,
93453456,000003F6,false,Rx,0,8,18,00,00,00,00,00,00,00,
93453714,00000491,false,Rx,0,8,5B,00,00,00,00,00,00,0A,
93453974,00000493,false,Rx,0,8,00,0C,00,55,00,00,54,06,
93454233,00000497,false,Rx,0,8,22,B4,00,00,00,00,00,00,
93454503,00000498,false,Rx,0,8,00,00,00,00,00,00,00,00,
93454763,000004DD,false,Rx,0,8,00,00,00,00,00,00,01,00,
93455022,000004DE,false,Rx,0,8,00,7F,7F,0A,7F,C4,1E,00,
93455279,000004E2,false,Rx,0,8,3E,03,CA,03,00,00,C1,9E,
93455540,00000542,false,Rx,0,8,41,18,00,A0,00,00,FF,FF,
93455789,00000595,false,Rx,0,8,1E,00,B4,B5,00,00,74,0C,
93456037,00000596,false,Rx,0,8,7A,80,00,00,5B,00,17,18,
93456297,00000597,false,Rx,0,8,81,E6,00,00,00,00,00,00,
93456567,00000598,false,Rx,0,8,00,00,00,00,30,13,7F,7F,
93456826,00000599,false,Rx,0,8,08,00,00,00,00,00,00,00,
93457096,0000059C,false,Rx,0,8,00,00,00,00,00,00,00,00,
93457356,0000059E,false,Rx,0,8,00,00,00,00,74,0C,00,00,
93457605,000005A3,false,Rx,0,8,0F,00,00,00,9D,39,9D,39,
93457855,000005D5,false,Rx,0,8,00,00,00,A4,C8,C8,00,0A,
93458103,000005D6,false,Rx,0,8,B4,B5,00,00,17,18,77,CC,
93458372,000005D7,false,Rx,0,8,02,00,00,00,00,00,00,00,
93458623,000005D8,false,Rx,0,8,80,41,0A,00,E6,00,74,0C,
93553189,00000594,false,Rx,0,8,50,14,24,13,A0,45,23,20,
93553446,00000491,false,Rx,0,8,5B,00,00,00,00,00,00,0A,
93553704,00000493,false,Rx,0,8,00,0C,00,55,00,00,54,06,
93553974,000004DD,false,Rx,0,8,00,00,00,00,00,00,01,00,
93554233,000004DE,false,Rx,0,8,00,7F,7F,0A,7F,C4,1E,00,
93554483,000004E2,false,Rx,0,8,3E,03,CA,03,00,00,C1,9E,
93554743,00000542,false,Rx,0,8,41,18,00,A0,00,00,FF,FF,
93554991,00000595,false,Rx,0,8,1E,00,B4,B5,00,00,74,0C,
93555248,00000596,false,Rx,0,8,7C,80,00,00,5B,00,17,18,
93555510,00000597,false,Rx,0,8,01,E6,00,00,00,00,00,00,
93555768,00000598,false,Rx,0,8,00,00,00,00,30,13,7F,7F,
93556038,00000599,false,Rx,0,8,08,00,00,00,00,00,00,00,
93556307,0000059C,false,Rx,0,8,00,00,00,00,00,00,00,00,
93556567,0000059E,false,Rx,0,8,00,00,00,00,74,0C,00,00,
93556817,000005A3,false,Rx,0,8,0F,00,00,00,9D,39,9D,39,
93557065,000005D5,false,Rx,0,8,00,00,00,A4,C8,C8,00,0A,
93557314,000005D6,false,Rx,0,8,B4,B5,00,00,17,18,7A,31,
93557576,000005D7,false,Rx,0,8,02,00,00,00,00,00,00,00,
93557834,000005D8,false,Rx,0,8,80,41,0A,00,E6,00,74,0C,
93653188,00000594,false,Rx,0,8,50,14,24,13,A0,45,23,20,
93653455,00000491,false,Rx,0,8,5B,00,00,00,00,00,00,0A,
93653715,00000493,false,Rx,0,8,00,0C,00,55,00,00,54,06,
93653973,000004DD,false,Rx,0,8,00,00,00,00,00,00,01,00,
93654232,000004DE,false,Rx,0,8,00,7F,7F,0A,7F,C4,1E,00,
93654483,000004E2,false,Rx,0,8,3E,03,CA,03,00,00,C1,9E,
93654742,00000542,false,Rx,0,8,41,18,00,A0,00,00,FF,FF,
93654990,00000595,false,Rx,0,8,1E,00,B4,B5,00,00,74,0C,
93655248,00000596,false,Rx,0,8,83,80,00,00,5B,00,17,18,
93655508,00000597,false,Rx,0,8,81,E6,00,00,00,00,00,00,
93655767,00000598,false,Rx,0,8,00,00,00,00,30,13,7F,7F,
93656037,00000599,false,Rx,0,8,08,00,00,00,00,00,00,00,
93656306,0000059C,false,Rx,0,8,00,00,00,00,00,00,00,00,
93656566,0000059E,false,Rx,0,8,00,00,00,00,74,0C,00,00,
93656816,000005A3,false,Rx,0,8,0F,00,00,00,9D,39,9D,39,
93657064,000005D5,false,Rx,0,8,00,00,00,A4,C8,C8,00,0A,
93657313,000005D6,false,Rx,0,8,B4,B5,00,00,17,18,7A,31,
93657574,000005D7,false,Rx,0,8,02,00,00,00,00,00,00,00,
93657833,000005D8,false,Rx,0,8,80,41,0A,00,E6,00,74,0C,
93753193,00000594,false,Rx,0,8,50,14,24,13,A0,45,23,20,
93753449,00000491,false,Rx,0,8,5B,00,00,00,00,00,00,0A,
93753708,00000493,false,Rx,0,8,00,0C,00,55,00,00,54,06,
93753977,000004DD,false,Rx,0,8,00,00,00,00,00,00,01,00,
93754237,000004DE,false,Rx,0,8,00,7F,7F,0A,7F,C4,1E,00,
93754487,000004E2,false,Rx,0,8,3E,03,CA,03,00,00,C1,9E,
93754745,00000542,false,Rx,0,8,41,18,00,A0,00,00,FF,FF,
93754995,00000595,false,Rx,0,8,1E,00,B4,B5,00,00,74,0C,
93755252,00000596,false,Rx,0,8,90,80,00,00,5B,00,17,18,
93755512,00000597,false,Rx,0,8,01,E6,00,00,00,00,00,00,
93755772,00000598,false,Rx,0,8,00,00,00,00,30,13,7F,7F,
93756031,00000599,false,Rx,0,8,08,00,00,00,00,00,00,00,
93756300,0000059C,false,Rx,0,8,00,00,00,00,00,00,00,00,
93756561,0000059E,false,Rx,0,8,00,00,00,00,74,0C,00,00,
93756810,000005A3,false,Rx,0,8,0F,00,00,00,9D,39,9D,39,
93757068,000005D5,false,Rx,0,8,00,00,00,A4,C8,C8,00,0A,
93757318,000005D6,false,Rx,0,8,B4,B5,00,00,17,18,83,CC,
93757579,000005D7,false,Rx,0,8,02,00,00,00,00,00,00,00,
93757827,000005D8,false,Rx,0,8,80,41,0A,00,E6,00,74,0C,
93853202,00000594,false,Rx,0,8,50,14,24,13,A0,45,23,20,
93853459,00000491,false,Rx,0,8,5B,00,00,00,00,00,00,0A,
93853717,00000493,false,Rx,0,8,00,0C,00,55,00,00,54,06,
93853986,000004DD,false,Rx,0,8,00,00,00,00,00,00,01,00,
93854246,000004DE,false,Rx,0,8,00,7F,7F,0A,7F,C4,1E,00,
93854497,000004E2,false,Rx,0,8,3E,03,CA,03,00,00,C1,9E,
93854756,00000542,false,Rx,0,8,41,18,00,A0,00,00,FF,FF,
93855005,00000595,false,Rx,0,8,1E,00,B4,B5,00,00,74,0C,
93855263,00000596,false,Rx,0,8,95,80,00,00,5B,00,17,18,
93855512,00000597,false,Rx,0,8,81,E6,00,00,00,00,00,00,
93855772,00000598,false,Rx,0,8,00,00,00,00,30,13,7F,7F,
93856041,00000599,false,Rx,0,8,08,00,00,00,00,00,00,00,
93856310,0000059C,false,Rx,0,8,00,00,00,00,00,00,00,00,
93856571,0000059E,false,Rx,0,8,00,00,00,00,74,0C,00,00,
93856820,000005A3,false,Rx,0,8,0F,00,00,00,9D,39,9D,39,
93857078,000005D5,false,Rx,0,8,00,00,00,A4,C8,C8,00,0A,
93857318,000005D6,false,Rx,0,8,B4,B5,00,00,17,18,83,CC,
93857589,000005D7,false,Rx,0,8,02,00,00,00,00,00,00,00,
93857838,000005D8,false,Rx,0,8,80,41,0A,00,E6,00,74,0C,
93953199,00000594,false,Rx,0,8,50,14,24,13,A0,45,23,20,
93953466,00000491,false,Rx,0,8,5B,00,00,00,00,00,00,0A,
93953725,00000493,false,Rx,0,8,00,0C,00,55,00,00,54,06,
93953985,000004DD,false,Rx,0,8,00,00,00,00,00,00,01,00,
93954243,000004DE,false,Rx,0,8,00,7F,7F,0A,7F,C4,1E,00,
93954493,000004E2,false,Rx,0,8,3E,03,CA,03,00,00,C1,9E,
93954753,00000542,false,Rx,0,8,41,18,00,A0,00,00,FF,FF,
93955001,00000595,false,Rx,0,8,1E,00,B4,B5,00,00,74,0C,
93955259,00000596,false,Rx,0,8,97,80,00,00,5B,00,17,18,
93955520,00000597,false,Rx,0,8,01,E6,00,00,00,00,00,00,
93955778,00000598,false,Rx,0,8,00,00,00,00,30,13,7F,7F,
93956037,00000599,false,Rx,0,8,08,00,00,00,00,00,00,00,
93956307,0000059C,false,Rx,0,8,00,00,00,00,00,00,00,00,
93956577,0000059E,false,Rx,0,8,00,00,00,00,74,0C,00,00,
93956826,000005A3,false,Rx,0,8,0F,00,00,00,9D,39,9D,39,
93957075,000005D5,false,Rx,0,8,00,00,00,A4,C8,C8,00,0A,
93957314,000005D6,false,Rx,0,8,B4,B5,00,00,17,18,95,31,
93957585,000005D7,false,Rx,0,8,02,00,00,00,00,00,00,00,
93957834,000005D8,false,Rx,0,8,80,41,0A,00,E6,00,74,0C,
94053203,00000594,false,Rx,0,8,50,14,24,13,A0,45,23,20,
94053459,00000491,false,Rx,0,8,5B,00,00,00,00,00,00,0A,
94053719,00000493,false,Rx,0,8,00,0C,00,55,00,00,54,06,
94053988,000004DD,false,Rx,0,8,00,00,00,00,00,00,01,00,
94054247,000004DE,false,Rx,0,8,00,7F,7F,0A,7F,C4,1E,00,
94054498,000004E2,false,Rx,0,8,3E,03,CA,03,00,00,C1,9E,
94054757,00000542,false,Rx,0,8,41,18,00,A0,00,00,FF,FF,
94055005,00000595,false,Rx,0,8,1E,00,B4,B5,00,00,74,0C,
94055267,00000596,false,Rx,0,8,A9,80,00,00,5B,00,17,18,
94055527,00000597,false,Rx,0,8,81,E6,00,00,00,00,00,00,
94055785,00000598,false,Rx,0,8,00,00,00,00,30,13,7F,7F,
94056045,00000599,false,Rx,0,8,08,00,00,00,00,00,00,00,
94056314,0000059C,false,Rx,0,8,00,00,00,00,00,00,00,00,
94056574,0000059E,false,Rx,0,8,00,00,00,00,74,0C,00,00,
94056824,000005A3,false,Rx,0,8,0F,00,00,00,9D,39,9D,39,
94057083,000005D5,false,Rx,0,8,00,00,00,A4,C8,C8,00,0A,
94057321,000005D6,false,Rx,0,8,B4,B5,00,00,17,18,95,31,
94057582,000005D7,false,Rx,0,8,02,00,00,00,00,00,00,00,
94057841,000005D8,false,Rx,0,8,80,41,0A,00,E6,00,74,0C,
94153204,00000594,false,Rx,0,8,50,14,24,13,A0,45,23,20,
94153459,00000491,false,Rx,0,8,5B,00,00,00,00,00,00,0A,
94153719,00000493,false,Rx,0,8,00,0C,00,55,00,00,54,06,
94153988,000004DD,false,Rx,0,8,00,00,00,00,00,00,01,00,
94154247,000004DE,false,Rx,0,8,00,7F,7F,0A,7F,C4,1E,00,
94154498,000004E2,false,Rx,0,8,3E,03,CA,03,00,00,C1,9E,
94154757,00000542,false,Rx,0,8,41,18,00,A0,00,00,FF,FF,
94155005,00000595,false,Rx,0,8,1E,00,B4,B5,00,00,74,0C,
94155263,00000596,false,Rx,0,8,15,80,00,00,5B,00,17,18,
94155523,00000597,false,Rx,0,8,01,E6,00,00,00,00,00,00,
94155782,00000598,false,Rx,0,8,00,00,00,00,30,13,7F,7F,
94156042,00000599,false,Rx,0,8,08,00,00,00,00,00,00,00,
94156311,0000059C,false,Rx,0,8,00,00,00,00,00,00,00,00,
94156571,0000059E,false,Rx,0,8,00,00,00,00,74,0C,00,00,
94156821,000005A3,false,Rx,0,8,0F,00,00,00,9D,39,9D,39,
94157079,000005D5,false,Rx,0,8,00,00,00,A4,C8,C8,00,0A,
94157318,000005D6,false,Rx,0,8,B4,B5,00,00,17,18,A9,CC,
94157590,000005D7,false,Rx,0,8,02,00,00,00,00,00,00,00,
94157838,000005D8,false,Rx,0,8,80,41,0A,00,E6,00,74,0C,
94253208,00000594,false,Rx,0,8,50,14,24,13,A0,45,23,20,
94253466,00000491,false,Rx,0,8,5B,00,00,00,00,00,00,0A,
94253724,00000493,false,Rx,0,8,00,0C,00,55,00,00,54,06,
94253983,000004DD,false,Rx,0,8,00,00,00,00,00,00,01,00,
94254243,000004DE,false,Rx,0,8,00,7F,7F,0A,7F,C4,1E,00,
94254503,000004E2,false,Rx,0,8,3E,03,CA,03,00,00,C1,9E,
94254762,00000542,false,Rx,0,8,41,18,00,A0,00,00,FF,FF,
94255011,00000595,false,Rx,0,8,1E,00,B4,B5,00,00,74,0C,
94255269,00000596,false,Rx,0,8,21,80,00,00,5B,00,17,18,
94255529,00000597,false,Rx,0,8,81,E6,00,00,00,00,00,00,
94255789,00000598,false,Rx,0,8,00,00,00,00,30,13,7F,7F,
94256047,00000599,false,Rx,0,8,08,00,00,00,00,00,00,00,
94256316,0000059C,false,Rx,0,8,00,00,00,00,00,00,00,00,
94256577,0000059E,false,Rx,0,8,00,00,00,00,74,0C,00,00,
94256826,000005A3,false,Rx,0,8,0F,00,00,00,9D,39,9D,39,
94257085,000005D5,false,Rx,0,8,00,00,00,A4,C8,C8,00,0A,
94257325,000005D6,false,Rx,0,8,B4,B5,00,00,17,18,A9,CC,
94257585,000005D7,false,Rx,0,8,02,00,00,00,00,00,00,00,
94257843,000005D8,false,Rx,0,8,80,41,0A,00,E6,00,74,0C,
94353203,00000594,false,Rx,0,8,50,14,24,13,A0,45,23,20,
94353471,00000491,false,Rx,0,8,5B,00,00,00,00,00,00,0A,
94353729,00000493,false,Rx,0,8,00,0C,00,55,00,00,54,06,
